Entity,Code,Year,"Death rate from self-inflicted injuries per 100,000 population - Sex: Both sexes - Age group: 15-19 years","Death rate from self-inflicted injuries per 100,000 population - Sex: Both sexes - Age group: 20-24 years","Death rate from self-inflicted injuries per 100,000 population - Sex: Both sexes - Age group: 25-29 years","Death rate from self-inflicted injuries per 100,000 population - Sex: Both sexes - Age group: 30-34 years","Death rate from self-inflicted injuries per 100,000 population - Sex: Both sexes - Age group: 35-39 years","Death rate from self-inflicted injuries per 100,000 population - Sex: Both sexes - Age group: 40-44 years","Death rate from self-inflicted injuries per 100,000 population - Sex: Both sexes - Age group: 45-49 years","Death rate from self-inflicted injuries per 100,000 population - Sex: Both sexes - Age group: 50-54 years","Death rate from self-inflicted injuries per 100,000 population - Sex: Both sexes - Age group: 55-59 years","Death rate from self-inflicted injuries per 100,000 population - Sex: Both sexes - Age group: 60-64 years","Death rate from self-inflicted injuries per 100,000 population - Sex: Both sexes - Age group: 65-69 years","Death rate from self-inflicted injuries per 100,000 population - Sex: Both sexes - Age group: 70-74 years","Death rate from self-inflicted injuries per 100,000 population - Sex: Both sexes - Age group: 75-79 years","Death rate from self-inflicted injuries per 100,000 population - Sex: Both sexes - Age group: 80-84 years","Death rate from self-inflicted injuries per 100,000 population - Sex: Both sexes - Age group: over 85 years"
Belgium,BEL,1972,4.5564194,10.635359,9.266409,12.382806,12.489729,18.998009,20.82048,20.10241,25.968672,30.113636,37.979965,45.168068,39.45795,45.68902,49.18033
Belgium,BEL,1973,5.8139534,7.961565,10.864778,9.337403,10.63653,13.673375,17.246737,21.962938,29.908676,29.12067,39.08046,35.926598,39.284325,51.11591,63.0749
Belgium,BEL,1974,5.7697353,9.0311985,11.231101,12.245633,16.472546,18.675722,18.72367,23.891344,28.206364,27.10441,35.348255,36.94202,44.333076,39.716312,52.42967
Belgium,BEL,1975,6.041908,12.156025,11.256005,12.594018,13.606585,16.098484,17.72549,26.50149,25.99278,32.188843,37.731873,37.13997,44.23792,51.03448,48.387096
Belgium,BEL,1976,4.0769525,11.451889,11.898323,15.031384,16.345491,16.844833,22.826767,26.328236,26.789635,30.987072,40.95056,34.578495,37.46817,51.040966,42.787285
Belgium,BEL,1977,7.212451,13.081207,13.70047,20.27027,18.446257,21.573183,23.534912,28.907242,30.921705,37.483265,41.934105,42.585552,41.726105,44.270832,41.07981
Belgium,BEL,1978,6.4377685,11.560694,16.931076,20.67837,25.516623,24.672709,24.124514,29.819805,34.6908,37.90019,41.004723,46.795525,43.878273,49.327354,55.87229
Belgium,BEL,1979,6.534305,11.944092,17.625233,17.724012,24.44724,24.620573,30.953884,32.76836,34.835037,36.909187,43.03852,46.352585,55.593685,51.47059,42.62295
Belgium,BEL,1980,5.393202,14.544075,18.464785,23.423424,25.92063,26.876268,29.369741,33.695126,32.295082,40.78876,44.573643,46.97816,49.67676,53.140095,37.837837
Belgium,BEL,1981,5.9156704,15.411824,22.608696,21.431515,25.879917,25.02172,29.585798,33.769592,32.082924,32.478634,39.180767,43.56535,51.17057,52.99539,53.134964
Belgium,BEL,1982,8.211445,15.303562,20.550652,20.343204,24.615868,26.90988,25.466892,32.009007,34.700314,35.358883,39.95068,43.129387,48.62719,46.28099,54.455444
Belgium,BEL,1983,5.436893,13.798294,20.325203,28.480576,28.15401,30.369556,34.299435,29.695024,34.12117,35.800484,41.979786,41.030773,46.366325,46.145493,53.140095
Belgium,BEL,1984,5.9848385,15.151515,23.18614,28.757086,24.597364,29.2172,32.246998,35.88749,34.70825,38.797813,35.12813,49.04905,44.204323,61.202766,51.69173
Belgium,BEL,1985,6.90417,11.569416,18.494898,24.207806,26.18612,32.194244,30.766556,33.687355,35.11734,35.34558,41.357674,43.400562,53.728428,57.40646,47.257385
Belgium,BEL,1986,6.2234793,14.566829,15.911099,24.8,26.54002,30.402092,33.206314,29.16307,31.03506,34.59841,37.30977,46.18809,46.625366,52.896725,40.83205
Belgium,BEL,1987,4.700855,15.769231,19.884218,28.518372,25.845207,25.893566,32.77481,29.996511,33.67398,29.057405,35.922558,42.392567,49.594814,58.55856,50.583656
Belgium,BEL,1988,5.777842,13.127112,18.988132,22.507196,22.014769,26.164549,28.058361,27.303154,26.320202,27.065527,32.482597,43.93505,40.97311,48.133595,45.3149
Belgium,BEL,1989,6.6303225,14.37317,15.900621,20.487051,24.063063,25.566107,24.222097,23.45679,23.463875,26.804861,29.221416,38.331074,47.241596,48.83946,45.051697
Belgium,BEL,1990,6.2187166,14.277944,18.348623,18.579792,25.150356,24.012503,23.209064,22.783909,24.72952,24.290052,26.260303,41.09139,44.23077,44.84733,50.750538
Belgium,BEL,1991,3.4407256,13.934878,17.552595,20.788712,24.629879,24.441635,23.155348,21.330902,21.111893,24.84472,22.452505,31.185032,35.48711,49.079754,48.99931
Belgium,BEL,1992,6.8910255,13.956734,15.216298,22.852148,22.802599,23.327713,26.032461,22.701689,23.711155,23.792738,26.381668,34.29939,38.98917,46.089386,43.16069
Belgium,BEL,1993,9.432428,15.969474,20.945084,23.051184,27.563684,27.847748,33.882782,26.055534,27.173914,25.532663,27.439613,28.770079,40.873016,49.03758,51.54639
Belgium,BEL,1994,9.309162,16.993088,18.271992,25.735746,27.531199,29.734612,25.826447,28.051554,28.664732,23.049644,27.142303,30.100334,35.323803,47.85553,57.35661
Belgium,BEL,1995,8.932921,18.65285,17.604694,22.623878,31.03536,29.399643,29.593449,28.072132,29.826166,23.792358,27.659575,30.22396,29.032259,45.722046,48.396854
Belgium,BEL,1996,8.69631,18.612286,20.189865,20.635372,27.733131,29.924553,28.13891,22.333126,26.999662,23.61554,21.880032,26.734365,29.313097,39.11976,45.361893
Belgium,BEL,1997,9.303907,15.472811,23.034126,22.945707,26.839476,30.885044,32.337887,29.55442,29.56898,24.441439,20.639717,26.535122,37.94755,39.330124,43.1243
Belgium,BEL,1998,8.844079,17.76592,18.485432,20.325565,25.601734,30.426344,27.367908,26.287708,25.069996,23.329609,23.751345,23.540386,29.380451,51.791397,42.868874
Belgium,BEL,1999,8.417324,13.850592,16.997011,19.091629,24.826693,26.730022,25.35388,25.430206,24.416351,24.50147,21.599304,23.3614,28.101273,39.843323,20.61509
Belgium,BEL,2000,9.490196,18.823217,19.908045,26.095238,27.830215,28.575676,29.236143,26.801523,27.01812,25.668186,24.238945,28.905127,28.108704,38.25279,40.95975
Belgium,BEL,2001,9.415014,15.023074,18.938292,22.371035,27.380028,34.47437,30.56151,31.42359,27.16653,25.116852,24.559174,24.501743,29.798235,36.841457,37.415676
Belgium,BEL,2002,6.9515247,13.818267,21.397581,20.478662,27.553885,29.711014,30.609865,27.801952,26.42804,26.446161,27.406315,22.510996,26.591099,33.134235,34.993114
Belgium,BEL,2003,8.225808,17.043997,21.884869,19.28385,26.403868,29.937107,31.070065,31.283316,26.21301,25.153862,23.514769,19.011126,26.029905,27.481586,41.653713
Belgium,BEL,2004,8.941635,15.076498,17.89263,19.699467,24.961039,29.442562,27.285467,30.314579,23.16767,22.803461,21.66084,25.399164,23.10308,31.67939,28.13146
Belgium,BEL,2005,7.3494873,12.197659,17.075573,18.272644,22.978956,29.870771,32.029144,29.488245,29.439154,22.145212,25.462967,23.758663,25.423664,29.918938,31.855803
Belgium,BEL,2006,6.2695727,11.457271,16.194597,22.655968,22.094131,27.881962,31.35429,27.880383,26.263504,22.803856,21.467367,21.573797,20.701426,26.77823,25.106905
Belgium,BEL,2007,7.1003213,10.488022,14.3636465,16.836214,23.08336,24.439308,28.209877,28.62732,24.596601,19.264381,21.853474,21.202068,27.051308,25.47341,27.73252
Belgium,BEL,2008,8.267234,14.40458,15.829472,16.572754,24.495537,28.885145,28.89256,29.61593,26.374262,20.616055,22.559996,21.70432,23.354319,27.964588,30.593088
Belgium,BEL,2009,6.744949,12.200162,16.05559,17.589314,25.922888,27.902172,32.129025,25.646286,27.01006,24.564503,19.861616,24.947676,24.79209,24.993668,24.469643
Belgium,BEL,2010,6.1478686,13.621545,17.059196,16.617579,24.875422,26.71718,31.338903,27.49089,25.527557,22.631166,21.238028,24.487797,24.28977,24.183228,31.85782
Belgium,BEL,2011,8.62842,13.740802,15.277574,16.045702,21.18181,27.978544,29.462729,29.69638,27.764528,26.578339,22.282383,26.317257,22.908709,30.841108,31.020245
Belgium,BEL,2012,7.7682333,11.187559,16.055082,17.016758,19.40694,25.636665,27.557632,33.052513,25.832253,22.807688,22.404264,27.221178,24.705364,21.772192,33.048195
Belgium,BEL,2013,6.6435513,10.803112,13.787612,14.596133,17.948488,26.591358,29.26956,25.813433,25.65919,20.953331,21.122335,18.943161,24.391111,27.887972,26.102942
Belgium,BEL,2014,6.8345966,9.858284,13.137574,15.855055,16.37348,26.797712,25.149559,28.760107,29.316288,20.041359,18.058138,19.545002,20.905958,31.967524,29.681139
Belgium,BEL,2015,4.9160624,12.012064,13.28148,15.018725,19.494108,20.170353,27.903053,28.472483,25.720505,21.698238,19.546423,16.42002,28.567455,25.221544,23.950703
Belgium,BEL,2016,6.1359153,10.323624,13.540319,15.837453,15.67648,22.961803,27.610035,27.05064,27.18448,23.204105,21.320562,20.15858,21.025963,27.380877,29.430809
Belgium,BEL,2017,6.6500835,10.630413,12.538508,15.247148,17.35622,18.534822,23.563997,23.809055,24.292622,21.530268,19.481848,15.171959,17.311174,27.82037,22.468496
Belgium,BEL,2018,5.5482635,10.56719,11.532107,15.286659,14.770282,20.934757,22.930902,26.504206,26.053846,22.019798,21.983212,19.783762,19.383392,24.238075,25.601954
Belgium,BEL,2019,6.6248984,9.23555,12.743262,12.261523,16.09402,19.183699,23.798222,27.093983,25.134027,20.078249,17.753933,17.615656,17.899458,23.0877,25.350838
Belgium,BEL,2020,4.5419874,8.617309,11.7485485,14.595208,18.540304,18.520506,22.585428,25.599756,23.062126,17.958933,17.98879,17.861042,19.87505,28.556814,29.084148
Belize,BLZ,1964,0,0,15.664161,0,0,0,0,0,0,0,0,0,0,0,0
Belize,BLZ,1965,9.991008,0,0,0,0,0,0,27.173914,0,0,0,0,0,0,0
Belize,BLZ,1966,0,0,0,0,0,0,27.39726,0,0,0,0,0,0,0,0
Belize,BLZ,1967,0,0,0,17.313019,0,0,0,0,0,0,0,0,0,0,0
Belize,BLZ,1968,0,0,0,0,0,20.968756,0,0,0,0,0,0,0,0,0
Belize,BLZ,1969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Belize,BLZ,1970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Belize,BLZ,1971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Belize,BLZ,1972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Belize,BLZ,1973,0,0,0,16.129032,0,0,0,0,0,0,0,0,0,0,0
Belize,BLZ,1974,0,0,0,0,0,0,0,0,27.027027,0,0,0,0,0,0
Belize,BLZ,1975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Belize,BLZ,1976,0,0,13.69863,0,0,0,0,0,25.641026,0,0,0,0,0,0
Belize,BLZ,1977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Belize,BLZ,1979,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0
Belize,BLZ,1980,6.25,0,0,0,0,0,0,0,0,0,50,0,0,,
Belize,BLZ,1982,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Belize,BLZ,1983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Belize,BLZ,1984,0,0,0,0,0,15.625,0,0,0,0,0,0,0,200,0
Belize,BLZ,1986,0,11.560694,0,9.174312,0,0,0,0,0,0,0,0,0,0,0
Belize,BLZ,1987,5.0311933,0,14.647722,0,13.993843,0,0,0,0,0,0,0,0,0,0
Belize,BLZ,1989,0,5.556173,0,0,0,0,0,0,0,0,0,0,0,0,0
Belize,BLZ,1990,4.587156,0,0,0,13.157895,0,0,0,0,0,38.46154,0,0,0,0
Belize,BLZ,1991,0,0,0,0,0,16.949152,0,0,0,0,35.714287,0,0,0,0
Belize,BLZ,1993,0,0,0,7.4626865,0,0,0,0,0,0,0,0,0,0,0
Belize,BLZ,1994,0,0,13.063357,0,9.583134,24.594196,0,0,0,0,0,45.80852,65.703026,82.576385,0
Belize,BLZ,1995,3.90625,18.867924,22.47191,0,0,0,36.363636,23.255814,0,26.31579,0,0,0,0,142.85715
Belize,BLZ,1996,4.293135,10.407993,0,6.468724,0,22.403944,0,0,0,0,29.256876,41.084633,0,0,0
Belize,BLZ,1997,0,0,0,0,7.885813,0,0,0,0,0,0,0,0,0,0
Belize,BLZ,1998,3.8896885,4.659181,21.635656,0,0,30.956558,13.49892,0,23.094688,0,30.084236,0,0,0,0
Belize,BLZ,1999,3.7533312,31.333931,15.002251,6.085316,7.1438775,19.629011,25.876568,0,0,0,0,0,0,0,0
Belize,BLZ,2000,3.6694555,17.304031,9.394523,11.441648,27.70275,9.321402,12.419274,0,45.09583,0,0,0,0,95.602295,0
Belize,BLZ,2001,7.157428,16.779932,18.142235,21.405254,13.114754,0,0,16.084929,0,0,29.13753,0,57.636887,0,0
Belize,BLZ,2002,7.033338,4.0469446,4.452558,0,18.602345,25.045918,11.587485,15.59819,0,0,0,35.803795,0,0,0
Belize,BLZ,2003,3.4675267,7.783313,13.254396,4.7344003,0,7.8235016,0,30.229746,0,0,28.710882,0,0,0,0
Belize,BLZ,2004,6.821515,18.7568,13.156163,4.5238633,16.439257,0,21.477663,0,40.25765,0,0,73.50239,0,0,0
Belize,BLZ,2005,13.350244,0,17.274887,4.382505,0,6.7962484,10.1719055,0,0,0,0,0,0,0,0
Belize,BLZ,2006,3.2473857,10.707785,0,4.4113107,5.006258,0,18.22988,12.7665,0,0,0,0,0,0,0
Belize,BLZ,2007,3.1509957,7.016805,0,0,4.907012,0,16.45955,0,0,0,0,0,0,83.40283,0
Belize,BLZ,2008,6.114525,0,3.957105,4.4921613,19.331142,11.640766,0,0,0,0,0,0,0,70.57163,0
Belize,BLZ,2009,14.859724,10.081661,3.8390663,13.438452,0,0,0,19.131433,13.0770235,0,0,0,0,0,0
Belize,BLZ,2010,2.8979628,3.2674398,7.4827895,8.825736,19.075779,5.580357,0,17.448961,0,16.520733,22.988506,0,0,0,0
Belize,BLZ,2011,16.892368,22.109919,14.42273,21.362957,9.3396845,16.17774,19.063354,8.250144,11.2448,0,0,0,37.00962,0,0
Belize,BLZ,2012,2.7456686,6.114899,0,24.683231,9.199632,15.607929,6.1538463,0,10.658709,29.620853,0,0,0,0,0
Belize,BLZ,2013,5.3746104,8.890206,6.743998,7.8976464,4.5374107,5.022854,29.882858,0,0,14.023278,0,0,0,0,0
Belize,BLZ,2014,0,11.505825,9.790164,18.953753,8.911465,0,23.19513,0,9.567547,13.2714,18.85725,26.624067,0,0,0
Belize,BLZ,2015,2.599969,5.596597,12.625864,18.234865,13.024225,0,5.611357,13.462574,0,37.645878,17.815784,0,0,50.251255,0
Belize,BLZ,2016,12.828736,10.938227,6.13008,7.052186,4.21372,4.6537604,10.861891,6.4905562,0,0,16.909029,24.734108,0,0,0
Bosnia and Herzegovina,BIH,1985,7.1960297,13.261982,11.960479,13.364323,10.83707,10.568031,15.855856,17.288801,9.65717,16.034985,11.782032,16.666666,26.31579,26.578074,43.47826
Bosnia and Herzegovina,BIH,1986,6.69413,13.576779,13.805221,16.982735,12.3626375,11.70412,16.611296,21.219135,15.054745,18.245613,20.20202,17.310253,26.88172,26.022305,25.641026
Bosnia and Herzegovina,BIH,1987,6.554798,10.701546,13.929619,8.906882,20.456871,13.717422,11.6497555,17.247845,18.592297,9.771987,24.5262,17.830608,30.90909,24.647888,45.751633
Bosnia and Herzegovina,BIH,1988,6.9167333,7.2481275,10.247855,10.557661,12.654223,16.278048,15.835313,18.511662,20.189003,8.567931,10.648597,13.69863,17.793594,17.006804,12.903226
Bosnia and Herzegovina,BIH,1989,6.192784,12.788981,8.510638,12.8474045,15.211439,15.663644,12.557555,12.2631,18.20491,15.117581,14.795474,22.64151,16.014235,13.513514,19.23077
Bosnia and Herzegovina,BIH,1990,7.032729,12.481278,15.009381,13.520541,13.414989,13.988658,11.695907,12.272221,12.401819,14.150944,15.037594,25.547445,17.667845,13.289037,12.345679
Bosnia and Herzegovina,BIH,1991,11.824779,17.313875,16.755877,23.255814,12.1352215,13.478098,9.349956,16.556292,13.535685,11.482255,6.6061106,14.010508,15.873015,19.10828,33.707867
Bosnia and Herzegovina,BIH,2014,1.9277629,1.128562,4.9187584,4.1185994,8.649842,12.431578,14.193558,10.101503,8.614297,14.171708,8.4671955,18.832766,14.79415,23.508324,49.985718
Brazil,BRA,1979,2.923672,4.8530226,4.7997065,4.274582,5.321508,5.168193,4.768275,5.2057633,5.416755,4.9365025,4.648373,6.333409,6.0387874,6.6481996,6.147541
Brazil,BRA,1980,3.068466,4.9551077,5.1394424,4.633966,5.495356,5.459057,5.714888,6.0043406,5.7406306,6.92607,6.399609,6.632277,8.967083,8.394259,8.009611
Brazil,BRA,1981,3.5043075,5.589183,5.57914,4.93964,5.3115826,5.648445,5.3393254,5.4452877,5.20485,5.097189,5.82617,6.0514374,7.322756,8.73478,7.439311
Brazil,BRA,1982,2.7730093,5.262348,4.9027543,5.442209,4.734638,5.0991883,5.623526,5.531483,5.5722976,5.467123,5.1830406,5.423299,7.919288,9.057971,8.039816
Brazil,BRA,1983,3.4093378,5.3222857,5.397712,4.690223,5.382847,6.347891,6.233389,6.7607965,6.837059,6.9444447,8.090689,6.992582,6.6438494,7.090627,8.866995
Brazil,BRA,1984,2.7046838,4.9290605,5.008625,4.9082923,5.512507,5.885309,6.078743,7.0631638,6.217833,5.9686728,6.9751844,6.899423,7.8778925,7.80065,7.369433
Brazil,BRA,1985,2.3739512,4.471223,4.7809176,5.0757318,4.783289,5.4096932,5.8016105,6.008848,6.3909197,5.5820856,6.081288,7.041844,8.479476,9.751961,8.466604
Brazil,BRA,1986,2.796684,4.8579593,5.1387367,4.6983995,5.069354,4.441321,5.3030305,5.7487783,5.637006,6.486719,6.462303,8.064968,6.5777283,7.9462104,7.810153
Brazil,BRA,1987,2.6589134,4.5130463,4.9529595,5.026908,5.186759,5.6104674,5.9721894,5.6860027,7.662296,6.7953506,7.4848948,9.182578,7.557892,11.727853,13.077213
Brazil,BRA,1988,2.2963028,4.3951917,4.813999,4.7306356,5.072607,5.2482243,5.939623,5.38619,5.9916754,5.6356015,7.100168,6.891574,10.050705,8.466409,10.713928
Brazil,BRA,1989,2.5959537,4.3014617,4.4495163,5.088759,4.4892583,4.6903377,5.7058926,5.3018107,5.2935224,6.0046225,6.0938153,7.9096274,8.831542,9.497775,10.429493
Brazil,BRA,1990,2.5487363,4.652074,4.757854,4.978546,4.874208,5.2223473,5.703688,5.4881544,6.035566,6.4489484,6.3101153,8.6503105,9.361559,6.484459,14.093723
Brazil,BRA,1991,2.7234683,4.659736,4.867803,5.2296495,5.167572,5.285856,5.763451,6.4701195,6.166547,7.3213334,7.1295977,8.711116,8.696643,8.155609,10.822315
Brazil,BRA,1992,2.6436892,4.836283,4.9450674,4.7077103,5.4086328,5.4621143,6.350238,6.5127044,6.1423764,6.318174,6.053479,6.9196134,8.343881,8.195659,7.180793
Brazil,BRA,1993,3.0884836,5.315051,5.6108937,5.3990164,5.3866644,5.1144524,5.475829,5.747116,5.988871,5.4237385,6.231368,7.3931303,9.4513,7.5626125,8.05651
Brazil,BRA,1994,3.4228988,5.5707283,5.710662,5.6911635,5.0825143,5.309532,5.8524656,6.0330434,6.0490346,6.2367053,6.6540327,8.133836,9.192288,8.960116,9.246695
Brazil,BRA,1995,3.3832607,5.938203,6.153618,5.9462614,6.49959,5.9281955,6.3375835,6.564773,6.285556,6.2451067,8.53163,9.09121,8.499697,9.252939,10.063795
Brazil,BRA,1996,3.7520094,5.887791,5.8503075,5.5913157,6.2571607,6.4381804,6.3039393,7.068397,6.663148,6.613384,6.979153,7.545591,9.142232,8.520219,8.19654
Brazil,BRA,1997,3.346829,5.6071324,5.6327004,6.2030926,6.2683434,6.381285,6.2047133,7.3469143,7.1820602,6.7917757,8.147436,7.384142,9.780914,8.509531,11.430461
Brazil,BRA,1998,3.447791,5.4443808,5.8275733,5.757338,6.1797953,6.0886283,6.309343,6.5623097,7.129182,6.7190185,8.3451605,7.511685,8.431988,10.938818,10.961159
Brazil,BRA,1999,3.0704236,5.2450895,5.2094965,5.175242,5.826324,5.7100763,6.3303437,6.016546,6.089572,6.301792,6.8033667,6.293175,7.9108787,8.004181,10.756317
Brazil,BRA,2000,2.9202745,5.2505403,5.2081985,5.15596,5.809743,6.0514636,6.312521,6.2013826,6.808225,6.512186,6.7372174,7.5890007,8.295313,8.38852,9.149466
Brazil,BRA,2001,3.9199147,5.6908216,5.966403,5.7623143,5.965332,6.8466496,7.0800014,7.58761,6.591959,6.873999,7.1941943,7.421342,7.8691363,9.479072,10.262346
Brazil,BRA,2002,3.602693,5.8093605,5.8062754,6.041288,6.1266904,6.420184,7.064972,6.718134,6.597426,6.6860013,5.912297,7.882989,7.548165,7.2833586,11.338976
Brazil,BRA,2003,3.6945074,5.828265,6.0893326,5.5162635,6.314958,6.524481,6.7256184,6.6397014,6.860931,6.3058176,7.001522,6.861137,6.3705945,8.594463,8.990151
Brazil,BRA,2004,3.6215065,5.878241,5.7353034,6.4264317,5.91841,6.3256116,6.5125303,6.7104564,6.2686706,6.946642,6.0763707,7.4610553,8.452914,8.620147,8.240722
Brazil,BRA,2005,3.5553598,5.771865,5.8378983,6.1605434,6.634581,6.987715,7.036184,6.8735776,7.294794,7.7128177,6.7693014,7.9694915,7.715142,9.723502,10.873357
Brazil,BRA,2006,3.6168578,5.8693633,5.967863,6.011834,6.518211,6.910362,7.1013894,7.321216,6.8447223,7.249828,6.5228634,6.5835013,6.954451,8.455299,8.92326
Brazil,BRA,2007,3.4471745,5.880928,6.4481516,6.076301,6.5345597,7.015489,6.852603,6.723658,7.150575,6.692136,7.478901,7.4944997,7.636919,8.69511,9.034425
Brazil,BRA,2008,3.648548,6.4607544,6.237803,6.495701,6.367773,6.8732276,7.392494,7.0633864,6.7071705,7.2740064,7.097098,6.80067,8.329076,7.7566695,8.640576
Brazil,BRA,2009,3.287831,5.96722,6.6390305,6.5516253,6.7617855,7.21008,7.4085183,6.9463153,6.616338,7.1220365,7.09174,7.2290497,6.657568,7.452002,9.846961
Brazil,BRA,2010,3.5246933,6.0266895,6.5713863,6.711873,6.458425,7.127106,7.1874294,6.3095937,6.841483,6.2708583,6.523686,7.3268776,7.874887,9.156792,11.293359
Brazil,BRA,2011,3.6512432,6.4664845,6.814343,6.7103915,6.7322116,7.079968,6.861752,7.1038947,6.728399,6.542881,6.952341,7.683305,8.034865,7.748488,9.296455
Brazil,BRA,2012,3.9151406,5.933312,6.810943,7.0550966,7.229368,7.305281,7.095546,7.149536,7.2588234,7.258884,7.753573,7.707773,7.280293,9.851824,9.0491495
Brazil,BRA,2013,3.85182,5.907901,6.8078337,7.041201,7.185061,7.3766885,7.8459954,7.331158,7.1948824,6.993787,7.087651,8.340143,7.1120925,8.865146,8.988375
Brazil,BRA,2014,3.883336,6.1891613,6.719232,7.323282,7.1540966,7.265899,7.2874207,7.2821636,7.4119706,6.3237433,7.3213706,7.4161086,7.228432,8.14567,9.186152
Brazil,BRA,2015,4.1903763,6.2264814,6.6617093,6.9325805,7.4273686,7.5681863,7.3349886,7.8297615,7.856904,7.396512,7.587464,8.062342,9.186495,8.831882,8.739222
Brazil,BRA,2016,4.400844,6.0941033,6.7481155,6.911023,7.394686,7.2765207,7.959445,8.271727,7.6635747,6.9735775,8.358996,8.074623,8.642378,8.888023,6.9340053
Brazil,BRA,2017,5.154616,6.782371,7.2038345,7.2941275,8.107517,7.9739995,8.263782,8.185263,8.588581,8.118009,8.679066,8.915265,7.9154367,8.322643,7.576748
Brazil,BRA,2018,5.295207,7.5040627,7.1797023,7.6923246,7.6862307,8.05712,8.228728,8.550623,7.6064544,8.355999,7.835738,8.515445,9.138245,7.5736656,8.193515
Brazil,BRA,2019,6.355933,8.44118,8.103545,7.712223,8.4754095,8.147874,8.627315,8.166652,8.917455,7.7871428,8.23251,8.3874655,8.561899,7.1371803,5.446991
Brazil,BRA,2020,6.196816,8.261403,7.9692817,7.586931,7.9635954,8.5050335,8.383636,8.547189,8.518513,8.37544,8.453695,9.662072,9.507089,8.285841,8.849933
Brunei,BRN,1996,3.589891,3.3507574,9.096147,10.625487,3.8922622,4.8649964,0,12.596045,0,0,0,0,0,139.47002,0
Brunei,BRN,1997,0,12.981534,5.995024,3.3505328,7.701787,4.6674447,0,0,0,0,0,0,0,133.68983,0
Brunei,BRN,1998,7.004518,9.4699955,0,3.1807628,0,4.481893,6.5104165,0,0,0,0,0,0,0,0
Brunei,BRN,1999,0,3.0984693,2.8379261,0,0,0,0,0,0,0,0,0,0,0,0
Brunei,BRN,2000,0,3.0742745,2.7332113,2.9425611,3.4978487,4.1612916,0,0,0,0,0,0,0,0,0
Brunei,BRN,2001,0,0,0,2.909091,3.476568,0,5.831244,0,0,0,0,0,0,0,144.30014
Brunei,BRN,2002,3.558719,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brunei,BRN,2003,0,0,5.4347825,2.840909,3.3898306,0,5.6497173,0,0,0,0,0,0,0,0
Brunei,BRN,2004,3.2258065,0,0,0,0,3.8022814,5.1546392,0,0,0,0,0,0,0,0
Brunei,BRN,2005,0,2.6595745,2.4509804,2.6455026,6.25,3.7037036,4.9261084,0,0,0,0,0,0,0,0
Brunei,BRN,2006,0,5.102041,4.6728973,5.1282053,0,10.948905,0,0,0,18.181818,0,0,0,0,0
Brunei,BRN,2007,2.9167275,2.7569475,8.024394,2.7552004,6.162379,7.2311807,0,0,0,0,0,0,0,0,0
Brunei,BRN,2008,0,0,2.650481,5.538172,3.0362835,7.1372495,4.3554006,5.7514234,0,0,0,0,0,0,0
Brunei,BRN,2009,0,0,0,5.5423155,0,0,0,0,0,0,0,0,0,0,0
Brunei,BRN,2010,2.8248587,0,2.1276596,0,0,6.8259387,0,5.6179776,0,0,0,0,0,0,0
Brunei,BRN,2011,0,0,6.4377685,0,0,3.2467532,0,0,7.246377,0,0,0,0,0,0
Brunei,BRN,2012,2.857143,2.673797,2.5445292,2.6455026,5.865103,6.4102564,0,0,0,0,0,0,0,0,0
Brunei,BRN,2013,0,0,2.5553226,5.2688427,0,0,0,0,0,0,0,0,0,64.64124,0
Brunei,BRN,2014,2.8343868,0,5.1507893,0,2.8229449,3.1080997,0,0,0,0,0,0,0,0,0
Brunei,BRN,2015,0,0,5.216348,7.7543426,2.778704,0,3.4897923,0,0,0,0,0,0,0,0
Brunei,BRN,2016,0,2.5503697,4.9952545,0,0,0,7.2144866,8.603261,0,0,0,0,0,0,0
Brunei,BRN,2017,0,5.102041,9.638555,5.0251255,2.688172,2.9850745,0,0,4.9504952,0,0,0,0,0,0
Brunei,BRN,2018,0,2.415459,4.6728973,7.1770334,0,8.5470085,6.3492064,0,0,0,0,0,0,62.5,0
Brunei,BRN,2019,0,0,8.569469,2.5888627,2.6224005,5.6984925,0,3.6949453,0,0,0,0,0,0,0
Bulgaria,BGR,1964,4.8816566,5.022515,5.556491,4.446489,5.69886,8.2604475,8.444217,14.669421,16.836508,16.583748,21.923077,28.621496,54.91106,67.15328,71.63324
Bulgaria,BGR,1965,5.6996293,6.5236053,6.138197,4.942085,7.799358,6.954103,12.192024,12.622149,17.035774,20.53172,23.743017,29.017857,40.0314,63.53591,50.9915
Bulgaria,BGR,1966,6.4340863,6.519559,5.996473,4.7795253,5.5572705,7.0004563,11.575715,12.172088,19.570305,17.8617,26.878016,39.14209,45.922405,72.19251,93.40659
